,Country,Region,Year,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
238,Germany,European Union,2007,4.5,80.746,11.51,86,26.2,95,96,0.08,37842,13.7,1,0,79.5
239,Tajikistan,Asia,2010,42.7,143.711,0.68,93,25.2,95,93,0.23,783,10.9,0,1,68.7
240,Nicaragua,Central America and Caribbean,2005,29.9,177.622,3.65,86,26.3,87,86,0.13,1573,5.5,0,1,71.2
241,Costa Rica,Central America and Caribbean,2015,9.1,85.6715,3.19,92,27.3,92,92,0.19,11643,8.8,0,1,79.6
242,Chad,Africa,2002,177.1,413.041,0.4,27,21.1,31,25,1.21,421,1.4,0,1,47.9
243,Libya,Africa,2011,19.4,136.8525,0.01,98,27.7,98,98,0.09,6670,7.3,0,1,72.0
244,Norway,Rest of Europe,2004,4.2,74.4275,6.22,88,26.0,92,92,0.02,71655,12.7,1,0,79.8
245,France,European Union,2011,4.2,82.572,12.35,74,25.1,99,99,0.1,36246,10.9,1,0,82.1
246,Honduras,Central America and Caribbean,2007,26.7,158.902,2.94,93,25.7,94,94,0.11,2141,5.0,0,1,72.5
247,Iraq,Middle East,2006,39.1,183.716,0.035,59,27.6,63,59,0.13,3620,5.9,0,1,68.2
248,St. Lucia,Central America and Caribbean,2008,19.0,148.7125,12.05,96,28.4,96,96,0.4,10528,7.8,0,1,74.6
249,Paraguay,South America,2009,26.9,153.271,6.06,85,25.9,82,85,0.15,4350,7.0,0,1,72.5
250,Sweden,European Union,2009,3.1,60.608,7.31,59,25.7,98,98,0.08,46043,12.2,1,0,81.4
251,Bulgaria,European Union,2002,15.9,156.0455,10.8,88,25.4,94,93,0.02,4260,10.0,1,0,71.9
252,Slovenia,European Union,2004,4.4,111.937,10.01,88,25.6,94,94,0.03,18568,12.0,1,0,77.2
253,Montenegro,Rest of Europe,2011,6.1,110.706,9.02,91,26.1,95,95,0.03,6169,11.1,0,1,76.0
254,Madagascar,Africa,2006,81.3,261.1205,0.59,82,20.9,83,85,0.08,482,5.7,0,1,61.7
255,Zimbabwe,Africa,2011,80.8,466.265,3.91,94,23.7,93,93,6.05,1249,7.3,0,1,52.9
256,Romania,European Union,2011,11.8,139.7255,9.58,96,26.2,89,89,0.04,7810,10.8,1,0,74.4
257,Senegal,Africa,2013,55.4,197.0095,0.19,92,22.9,89,92,0.12,1141,2.8,0,1,65.9
258,Netherlands,European Union,2005,5.3,72.132,9.5,88,25.3,96,96,0.06,42202,11.6,1,0,79.3
259,Romania,European Union,2002,20.1,171.852,13.15,99,25.0,98,98,0.05,5225,9.6,1,0,71.0
260,Estonia,European Union,2005,7.2,186.7535,16.58,95,25.8,96,96,0.08,14631,12.1,1,0,72.6
261,Liberia,Africa,2000,189.7,316.589,4.47,58,23.0,56,46,3.5,776,3.5,0,1,51.7
262,Ethiopia,Africa,2012,73.5,239.3415,0.54,69,20.4,70,69,0.28,518,2.4,0,1,63.3
263,Brunei Darussalam,Asia,2008,9.5,91.9455,0.65,96,26.2,97,98,0.1,33981,8.7,0,1,74.5
264,Benin,Africa,2008,113.7,259.34,1.38,75,22.9,77,75,0.65,1001,2.8,0,1,58.7
265,Germany,European Union,2011,4.1,75.779,11.33,88,26.4,94,95,0.03,39977,13.9,1,0,80.4
266,Latvia,European Union,2012,6.6,165.2735,10.2,90,26.4,91,91,0.24,12410,12.6,1,0,73.8
267,"Congo, Dem. Rep.",Africa,2005,136.1,311.914,2.28,69,21.1,60,60,0.78,364,4.3,0,1,53.7
268,Israel,Middle East,2015,3.9,56.337,2.74,96,27.2,95,95,0.08,35808,13.0,1,0,82.1
269,Seychelles,Africa,2002,13.7,175.73,8.13,99,25.6,99,99,3.5,10714,7.6,0,1,71.1
270,"Yemen, Rep.",Middle East,2005,73.0,246.5985,0.038,80,22.8,80,79,0.02,2536,1.9,0,1,63.5
271,New Zealand,Oceania,2015,5.5,67.0,8.68,92,28.0,92,92,0.03,38631,12.4,1,0,81.5
272,Comoros,Africa,2003,99.6,267.1495,0.26,71,23.1,80,80,0.02,1183,3.0,0,1,59.7
273,New Zealand,Oceania,2012,5.9,67.5135,9.17,93,27.8,93,93,0.03,36521,12.1,1,0,81.2
274,Croatia,European Union,2009,5.7,103.109,11.11,97,26.6,96,96,0.02,11871,10.6,1,0,76.2
275,Turkiye,Middle East,2004,28.2,131.274,1.48,77,27.0,85,85,0.08,7195,5.9,0,1,72.0
276,Nepal,Asia,2011,43.6,172.406,0.25,92,21.9,92,92,0.17,754,3.3,0,1,68.0
277,Azerbaijan,Asia,2001,69.3,166.736,0.5,50,25.6,77,77,0.16,1615,10.6,0,1,67.1
278,France,European Union,2000,5.4,99.7875,13.92,26,24.8,98,97,0.11,33597,9.8,1,0,79.1
279,Germany,European Union,2014,4.0,70.358,11.07,88,26.5,93,95,0.03,40851,14.0,1,0,81.1
280,Croatia,European Union,2003,7.3,117.911,12.99,96,25.9,95,94,0.02,10510,9.8,1,0,74.6
281,Kyrgyz Republic,Asia,2006,37.5,221.7345,6.78,90,25.4,93,92,0.13,837,10.2,0,1,67.7
282,Vanuatu,Oceania,2006,28.4,157.5085,1.0,59,25.8,67,68,0.17,2776,6.5,0,1,68.5
283,Tonga,Oceania,2014,12.5,135.663,0.28,98,32.1,98,80,0.17,4276,11.1,0,1,70.4
284,Sweden,European Union,2013,2.9,55.5025,7.32,67,25.9,98,98,0.08,49049,12.2,1,0,82.0
285,Mauritania,Africa,2001,112.1,228.7,0.012,61,23.8,75,75,0.47,1252,3.0,0,1,60.8
286,Nicaragua,Central America and Caribbean,2010,23.9,160.5665,3.33,98,26.7,99,98,0.12,1679,6.0,0,1,72.4
287,Tanzania,Africa,2008,79.6,345.9945,4.96,86,22.7,89,86,2.76,765,5.0,0,1,56.8
288,Latvia,European Union,2007,9.3,220.941,12.12,91,26.1,94,94,0.18,13186,12.3,1,0,71.0
289,"Congo, Rep.",Africa,2004,93.3,390.9155,0.9,71,22.4,67,67,2.14,2080,5.8,0,1,54.7
290,Seychelles,Africa,2006,13.8,162.877,6.43,99,25.9,99,99,3.5,11562,7.8,0,1,72.2
291,Rwanda,Africa,2007,84.4,285.3095,7.84,97,21.5,98,97,1.44,512,3.1,0,1,58.9
292,Bosnia and Herzegovina,Rest of Europe,2001,9.6,118.2535,4.11,92,24.8,92,91,0.08,2913,7.1,0,1,74.6
293,Italy,European Union,2009,4.1,59.186,7.25,96,25.7,96,96,0.08,31615,9.6,1,0,81.6
294,Sao Tome and Principe,Central America and Caribbean,2013,27.7,194.199,5.4,97,24.6,97,97,0.16,1486,5.2,0,1,68.7
295,India,Asia,2010,58.2,191.5935,2.73,38,21.4,76,79,0.1,1244,5.4,0,1,66.7
296,Guinea-Bissau,Africa,2003,156.8,302.471,3.07,83,22.4,65,60,3.09,550,2.3,0,1,51.5
297,Guatemala,Central America and Caribbean,2012,32.0,170.1225,1.91,96,26.2,94,96,0.04,3732,4.6,0,1,72.2
298,Cyprus,European Union,2006,4.2,62.643,11.48,93,26.6,97,97,0.04,26394,10.9,1,0,78.8
299,Germany,European Union,2009,4.3,78.907,11.23,88,26.3,95,96,0.08,36190,13.8,1,0,79.8
300,Chad,Africa,2015,128.7,363.167,0.66,46,21.9,52,46,0.42,776,2.3,0,1,53.1
301,"Venezuela, RB",South America,2008,17.2,150.294,8.41,53,26.5,76,50,0.4,11433,8.2,0,1,73.1
302,Ireland,European Union,2013,3.9,64.5655,10.51,95,27.3,96,96,0.07,46339,11.8,1,0,80.9
303,Solomon Islands,Oceania,2015,22.7,148.087,1.01,98,26.2,85,98,0.17,2167,5.4,0,1,72.2
304,Argentina,South America,2002,18.3,136.066,7.81,66,26.3,94,93,0.15,8943,9.2,0,1,73.9
305,Spain,European Union,2006,4.5,73.3,11.86,97,26.2,98,98,0.09,26763,9.0,1,0,80.8
306,Gabon,Africa,2011,59.3,266.645,8.01,75,24.8,75,75,1.73,7086,7.7,0,1,62.2
307,Montenegro,Rest of Europe,2014,4.4,102.857,8.55,87,26.4,91,91,0.03,6307,11.3,0,1,76.4
308,Serbia,Rest of Europe,2013,6.9,119.055,7.94,91,25.9,97,95,0.02,5525,10.4,0,1,75.2
309,Portugal,European Union,2013,3.7,78.8295,9.52,98,25.7,98,98,0.14,18585,8.6,1,0,80.7
310,Somalia,Africa,2000,172.7,355.929,0.0,42,22.1,37,33,0.13,174,2.1,0,1,50.9
311,"Gambia, The",Africa,2006,87.6,285.0805,3.25,95,22.9,94,95,1.39,686,2.5,0,1,58.3
312,Niger,Africa,2012,108.2,261.2055,0.15,71,21.6,71,71,0.07,464,1.6,0,1,58.8
313,Cambodia,Asia,2007,55.4,206.6325,1.29,82,21.3,82,82,0.25,825,3.7,0,1,64.7
314,Kiribati,Oceania,2006,65.1,212.398,0.69,88,29.3,86,86,0.17,1497,7.4,0,1,64.7
315,Equatorial Guinea,Africa,2003,142.8,332.349,7.87,46,22.9,47,37,3.69,8745,5.4,0,1,54.1
316,Israel,Middle East,2009,4.7,61.931,2.67,98,26.9,96,96,0.08,31323,12.6,1,0,81.4
317,Kuwait,Middle East,2002,12.0,87.276,0.011,99,28.4,99,99,0.13,29591,6.1,0,1,73.3
318,St. Vincent and the Grenadines,Central America and Caribbean,2004,21.6,176.2405,5.77,99,25.9,99,99,0.4,6313,7.8,0,1,71.2
319,Zambia,Africa,2001,146.9,598.586,2.8,81,21.6,86,85,9.38,794,6.0,0,1,44.6
320,St. Vincent and the Grenadines,Central America and Caribbean,2009,20.4,163.6655,6.98,99,26.5,99,99,0.4,7098,8.2,0,1,71.7
321,Dominican Republic,Central America and Caribbean,2013,35.0,164.4115,5.41,80,26.2,82,83,0.43,6187,7.6,0,1,72.8
322,Jamaica,Central America and Caribbean,2014,16.0,133.3495,3.2,92,27.5,93,92,0.5,4890,9.6,0,1,74.0
323,"Iran, Islamic Rep.",Middle East,2008,21.7,121.2965,0.026,99,25.6,99,99,0.12,5260,8.6,0,1,73.0
324,Eritrea,Africa,2005,67.5,336.291,1.18,96,20.4,96,96,0.38,762,3.7,0,1,58.7
325,Lao PDR,Asia,2010,68.3,217.0295,6.1,74,22.2,76,74,0.17,1586,4.6,0,1,64.3
326,Netherlands,European Union,2001,6.1,81.98,9.82,88,25.1,97,97,0.06,41087,11.0,1,0,78.2
327,Bangladesh,Asia,2011,46.7,139.3125,0.0,96,21.2,96,96,0.01,1024,5.1,0,1,70.3
328,Mexico,North America,2002,26.0,126.16,4.92,97,26.9,98,97,0.15,8581,7.0,0,1,74.9
329,"Iran, Islamic Rep.",Middle East,2000,36.2,151.603,0.012,99,25.0,99,99,0.08,3923,6.2,0,1,70.2
330,Iraq,Middle East,2015,29.7,162.9175,0.16,56,28.6,72,58,0.13,4688,6.6,0,1,69.9
331,Lebanon,Middle East,2007,12.1,73.269,1.59,80,26.9,75,80,0.03,7295,7.8,0,1,77.6
332,Pakistan,Asia,2006,94.5,179.458,0.034,78,23.1,58,78,0.13,1217,4.4,0,1,64.2
333,Guinea-Bissau,Africa,2015,92.1,270.2885,3.13,87,23.4,83,87,1.58,603,2.9,0,1,57.0
334,Thailand,Asia,2004,18.0,184.5775,6.1,96,23.2,98,98,0.42,4263,6.8,0,1,71.7
335,Guatemala,Central America and Caribbean,2010,34.8,177.598,2.03,94,26.0,94,94,0.08,3606,4.9,0,1,71.5
336,Kyrgyz Republic,Asia,2007,35.7,221.239,6.98,94,25.5,94,94,0.17,900,10.3,0,1,67.9
337,Austria,European Union,2012,4.0,69.0215,12.1,92,25.5,92,92,0.08,44550,11.8,1,0,80.9
338,Mali,Africa,2013,116.6,277.2635,0.58,69,22.8,57,69,0.44,701,2.2,0,1,56.6
339,Bahrain,Middle East,2005,10.6,77.801,1.92,98,25.3,98,98,0.05,22344,8.4,0,1,75.3
340,Russian Federation,Rest of Europe,2011,10.1,238.2245,10.75,97,26.1,97,97,0.08,9124,11.6,0,1,69.7
341,Guinea-Bissau,Africa,2005,144.5,299.375,3.69,83,22.6,73,68,3.02,562,2.3,0,1,52.3
342,Turkmenistan,Asia,2006,49.6,214.822,2.54,98,25.3,98,98,0.08,3057,9.9,0,1,65.4
343,St. Lucia,Central America and Caribbean,2009,19.3,146.8905,11.06,95,28.6,95,95,0.4,10099,7.9,0,1,74.7
344,Belarus,Rest of Europe,2012,4.9,192.409,13.56,97,26.4,98,98,0.23,6048,12.0,0,1,72.0
345,Portugal,European Union,2007,4.2,91.6555,11.54,97,25.8,96,97,0.18,19951,7.7,1,0,78.3
346,Vanuatu,Oceania,2000,28.5,181.1765,0.82,70,25.4,67,71,0.17,2837,6.5,0,1,67.4
347,"Micronesia, Fed. Sts.",Oceania,2012,31.6,169.018,2.89,82,29.4,81,81,0.17,3076,7.7,0,1,66.8
348,Pakistan,Asia,2007,92.7,178.0545,0.034,75,23.2,54,75,0.13,1247,4.4,0,1,64.4
349,Malawi,Africa,2005,110.5,528.961,1.45,93,22.1,94,93,6.42,289,3.4,0,1,47.8
350,Indonesia,Asia,2002,47.6,192.0885,0.054,63,21.8,80,70,0.17,1968,7.0,0,1,66.3
351,Afghanistan,Asia,2013,76.9,236.221,0.01,64,23.0,64,64,0.03,569,3.5,0,1,62.5
352,United States,North America,2000,8.4,113.6425,8.3,90,27.5,90,94,0.13,48746,12.7,1,0,76.6
353,Vanuatu,Oceania,2004,28.1,164.9795,0.85,63,25.7,67,69,0.17,2553,6.5,0,1,68.2
354,Sao Tome and Principe,Central America and Caribbean,2006,50.9,204.863,5.68,75,24.1,97,97,0.53,1282,4.5,0,1,65.3
355,Zambia,Africa,2011,76.8,352.9365,2.79,81,22.2,83,81,5.5,1244,6.7,0,1,57.1
356,Papua New Guinea,Oceania,2008,60.8,238.9705,0.77,59,24.9,69,63,0.39,1991,3.8,0,1,61.4
357,Dominican Republic,Central America and Caribbean,2001,39.0,185.7315,6.36,66,25.0,71,72,0.94,4249,6.5,0,1,69.7
358,Equatorial Guinea,Africa,2011,107.4,327.4155,9.38,46,23.6,60,41,4.58,14099,5.5,0,1,55.9
359,Peru,South America,2010,19.8,132.268,5.23,93,26.0,92,93,0.15,5178,8.4,0,1,74.4
360,Myanmar,Asia,2002,84.7,234.2095,0.14,74,21.5,84,79,0.53,381,3.3,0,1,60.7
361,"Congo, Dem. Rep.",Africa,2012,106.1,272.347,4.4,75,21.7,76,75,0.46,433,5.8,0,1,57.9
362,Libya,Africa,2005,23.1,135.266,0.005,97,27.2,98,98,0.08,12760,6.4,0,1,71.9
363,Indonesia,Asia,2008,36.7,186.9555,0.071,82,22.3,83,77,0.21,2514,7.1,0,1,68.5
364,Sierra Leone,Africa,2006,188.9,459.6215,3.68,75,22.4,65,64,1.36,476,2.8,0,1,45.5
365,Spain,European Union,2004,4.9,77.449,11.32,97,26.2,97,97,0.09,25655,8.6,1,0,79.9
366,Armenia,Rest of Europe,2002,27.7,138.447,2.87,91,25.7,96,94,0.08,1619,10.8,0,1,72.1
367,Hungary,European Union,2009,6.2,163.682,11.52,88,26.7,99,99,0.08,11167,11.7,1,0,73.9
368,"Congo, Rep.",Africa,2005,86.4,375.1285,0.86,71,22.5,62,62,2.19,2172,5.8,0,1,55.6
369,"Yemen, Rep.",Middle East,2010,58.8,235.0695,0.06,76,23.3,77,76,0.03,2722,2.6,0,1,65.5
370,Trinidad and Tobago,Central America and Caribbean,2010,22.5,177.125,5.79,90,27.0,91,90,0.4,18189,10.7,0,1,71.9
371,Albania,Rest of Europe,2005,20.0,84.4915,4.98,98,25.6,97,98,0.03,2676,9.1,0,1,75.2
372,Israel,Middle East,2014,4.0,56.744,2.71,97,27.2,95,95,0.08,35711,12.9,1,0,82.2
373,Colombia,South America,2000,25.1,170.6395,4.52,78,24.8,82,79,0.26,3962,6.5,0,1,72.9
374,Honduras,Central America and Caribbean,2002,33.7,167.5135,2.92,94,25.0,95,95,0.36,1810,4.5,0,1,71.2
375,Mozambique,Africa,2007,118.8,402.122,0.69,75,22.1,75,75,3.5,429,3.0,0,1,50.9
376,Central African Republic,Africa,2001,167.4,541.331,1.67,45,21.6,40,40,3.88,470,2.9,0,1,44.1
377,Kazakhstan,Asia,2003,35.2,281.374,6.22,99,25.7,99,99,0.05,6046,11.2,0,1,65.7
378,Kiribati,Oceania,2013,60.8,202.588,0.73,95,29.8,91,95,0.17,1453,7.9,0,1,66.7
379,Ethiopia,Africa,2010,82.0,266.317,0.4,62,20.3,69,61,0.36,453,2.3,0,1,61.6
380,United Kingdom,Rest of Europe,2013,4.7,69.542,9.42,88,27.1,95,95,0.08,43621,12.6,1,0,81.0
381,Belize,Central America and Caribbean,2005,20.9,187.653,6.1,96,27.9,96,96,1.34,4809,10.3,0,1,70.0
382,Kuwait,Middle East,2003,11.8,85.484,0.012,99,28.5,99,99,0.13,34322,6.1,0,1,73.4
383,Niger,Africa,2001,215.2,290.6955,0.093,72,20.9,42,36,0.44,413,1.1,0,1,50.6
384,Kuwait,Middle East,2001,12.2,88.2055,0.013,99,28.4,99,99,0.13,29186,6.2,0,1,73.2
385,St. Vincent and the Grenadines,Central America and Caribbean,2012,18.6,158.0595,6.81,96,26.8,96,96,0.4,6810,8.5,0,1,71.9
386,Morocco,Africa,2010,31.2,82.9485,0.47,98,25.4,99,99,0.05,2534,4.2,0,1,74.4
387,Greece,European Union,2004,4.9,79.534,9.1,92,26.9,95,95,0.04,22118,9.6,1,0,79.0
388,Ireland,European Union,2012,4.0,67.3805,11.38,95,27.2,95,95,0.07,46001,11.3,1,0,80.8
389,Benin,Africa,2007,116.2,261.384,1.23,82,22.8,82,82,0.73,981,2.8,0,1,58.3
390,Luxembourg,European Union,2001,4.2,94.658,13.1,86,25.6,99,99,0.06,94244,10.5,1,0,77.8
391,Mali,Africa,2000,187.4,328.1605,0.58,78,21.5,53,43,1.07,572,1.2,0,1,48.1
392,Namibia,Africa,2013,49.1,341.1665,2.45,89,24.0,89,89,4.91,4588,6.6,0,1,60.5
393,Uruguay,South America,2014,9.3,106.8025,6.15,95,27.1,95,95,0.24,15609,8.6,0,1,77.2
394,Djibouti,Africa,2009,78.8,279.1605,0.47,89,23.8,89,89,0.48,1267,3.9,0,1,59.6
395,Seychelles,Africa,2013,14.5,152.634,8.32,99,26.5,98,98,3.5,14260,9.1,0,1,73.1
396,Turkiye,Middle East,2014,13.8,107.701,1.39,96,27.7,96,96,0.08,10550,7.6,0,1,76.2
397,Sri Lanka,Asia,2011,10.9,117.8205,3.03,99,22.6,99,99,0.01,3177,10.8,0,1,75.6
398,Mexico,North America,2009,19.9,119.005,4.37,95,27.5,95,95,0.16,8569,8.2,0,1,75.1
399,Cuba,Central America and Caribbean,2013,5.9,91.899,4.35,96,25.4,99,99,0.16,7318,11.0,0,1,78.5
400,France,European Union,2003,4.9,97.437,13.45,28,24.9,96,97,0.11,34190,10.2,1,0,79.1
401,Uganda,Africa,2012,66.7,326.2865,8.79,78,22.1,79,78,2.62,818,5.3,0,1,59.0
402,Eswatini,Africa,2009,96.0,531.8035,5.65,88,26.3,89,88,17.36,3206,5.6,0,1,45.3
403,Mongolia,Asia,2002,53.7,263.9875,2.41,98,24.5,98,98,0.01,1685,8.4,0,1,63.8
404,Nigeria,Africa,2003,165.9,406.792,11.33,29,22.5,42,29,1.15,1764,5.2,0,1,47.2
405,Azerbaijan,Asia,2002,64.3,163.946,0.55,50,25.7,80,76,0.18,1754,10.6,0,1,67.4
406,Mauritania,Africa,2005,108.1,221.8,0.014,42,24.2,71,71,0.37,1379,3.4,0,1,61.3
407,Israel,Middle East,2013,4.1,58.2,2.9,97,27.1,96,96,0.08,34961,12.8,1,0,82.1
408,Syrian Arab Republic,Middle East,2008,18.9,128.9725,0.75,83,27.5,83,79,0.13,1579,6.3,0,1,73.6
409,Armenia,Rest of Europe,2014,14.8,126.937,4.22,93,26.2,95,93,0.08,3511,11.5,0,1,74.3
410,Equatorial Guinea,Africa,2012,103.6,325.0465,9.79,46,23.7,58,24,4.63,14614,5.5,0,1,56.3
411,Turkmenistan,Asia,2012,42.0,194.059,3.0,98,26.1,98,97,0.08,5250,9.8,0,1,67.2
412,Kazakhstan,Asia,2011,18.3,226.753,3.41,99,26.1,99,99,0.12,9507,11.5,0,1,68.7
413,Uzbekistan,Asia,2000,60.7,191.823,3.03,99,24.8,99,99,0.02,1277,9.1,0,1,67.2
414,Namibia,Africa,2002,74.7,494.617,1.99,83,23.1,78,77,10.31,3211,5.8,0,1,50.9
415,Honduras,Central America and Caribbean,2015,19.2,146.5195,2.49,97,26.7,98,97,0.07,2302,6.3,0,1,74.5
416,Hungary,European Union,2011,5.9,149.61,11.37,88,26.9,99,99,0.08,11557,12.0,1,0,74.9
417,Croatia,European Union,2010,5.5,101.45,10.71,97,26.7,97,97,0.02,11749,10.8,1,0,76.5
418,Equatorial Guinea,Africa,2006,129.0,335.756,8.7,46,23.2,53,40,4.02,13283,5.4,0,1,54.6
419,Gabon,Africa,2006,71.6,310.2645,7.77,52,24.4,44,45,2.5,7092,7.0,0,1,58.6
420,Slovak Republic,European Union,2004,8.5,138.1965,10.52,99,25.7,99,99,0.01,10717,10.6,1,0,74.0
421,Lesotho,Africa,2004,114.5,617.2135,1.78,60,24.3,89,90,16.29,804,5.2,0,1,43.1
422,Uganda,Africa,2001,139.3,522.318,11.8,54,21.2,56,55,4.48,527,4.0,0,1,47.2
423,Libya,Africa,2014,13.8,135.968,0.01,94,27.9,94,94,0.08,7723,7.3,0,1,72.0
424,Ukraine,Rest of Europe,2001,17.4,255.8925,7.31,74,25.7,99,99,0.61,1561,10.4,0,1,67.8
425,St. Lucia,Central America and Caribbean,2011,20.0,143.2465,9.94,99,28.9,99,99,0.4,10619,8.4,0,1,75.0
426,Guinea,Africa,2015,107.3,262.871,0.38,54,22.9,47,54,0.74,769,2.6,0,1,59.6
427,Sweden,European Union,2006,3.4,63.6035,6.81,60,25.6,98,98,0.08,47865,12.4,1,0,80.7
428,Sao Tome and Principe,Central America and Caribbean,2014,25.3,192.893,5.63,95,24.7,95,95,0.18,1554,5.3,0,1,69.1
429,Poland,European Union,2010,6.0,129.3125,10.07,98,26.1,96,99,0.08,10859,12.2,1,0,76.2
430,Jordan,Middle East,2003,24.6,126.1305,0.5,97,28.0,97,97,0.13,3923,9.7,0,1,72.3
431,Italy,European Union,2000,5.6,76.0095,9.78,94,25.4,97,87,0.1,32351,8.6,1,0,79.8
432,Samoa,Oceania,2002,20.1,167.599,3.29,86,30.7,91,86,0.17,3433,9.1,0,1,69.5
433,Chile,South America,2013,8.3,92.0,7.23,90,27.7,90,91,0.19,13272,9.9,0,1,79.3
434,Saudi Arabia,Middle East,2004,17.4,102.8635,0.059,96,27.7,96,96,0.13,18220,7.5,0,1,73.2
435,Malaysia,Asia,2003,8.5,130.2105,0.51,95,24.2,96,96,0.24,6728,8.0,0,1,73.2
436,Belarus,Rest of Europe,2003,10.1,251.835,11.17,56,25.9,53,50,0.1,3139,9.1,0,1,68.6
437,Iceland,Rest of Europe,2008,2.9,51.6075,7.19,88,26.0,98,98,0.04,53821,10.4,1,0,81.6
438,Italy,European Union,2007,4.2,61.3625,8.37,97,25.7,97,97,0.08,34081,9.4,1,0,81.4
439,Dominican Republic,Central America and Caribbean,2003,37.4,182.5815,6.53,79,25.2,65,79,0.85,4256,6.8,0,1,70.2
440,Canada,North America,2009,5.8,71.2685,8.4,42,26.8,93,91,0.1,40368,12.5,1,0,81.0
441,Argentina,South America,2001,18.9,137.696,7.76,73,26.2,85,83,0.16,10146,9.1,0,1,73.8
442,Papua New Guinea,Oceania,2011,56.5,232.8715,0.81,66,25.1,55,72,0.37,2211,4.1,0,1,62.3
443,Sweden,European Union,2015,2.9,53.4415,7.13,67,26.0,98,98,0.08,51545,12.4,1,0,82.2
444,Singapore,Asia,2007,2.9,63.981,1.59,96,23.5,97,97,0.13,46180,10.2,0,1,80.4
445,Central African Republic,Africa,2006,158.3,514.5715,1.7,45,22.1,47,51,2.69,467,3.3,0,1,45.2
446,"Iran, Islamic Rep.",Middle East,2004,28.2,138.2585,0.012,95,25.4,98,99,0.16,4683,6.9,0,1,71.6
447,Greece,European Union,2006,4.3,78.6205,8.68,94,27.0,98,98,0.06,23369,9.9,1,0,79.4
448,Bosnia and Herzegovina,Rest of Europe,2005,8.9,110.264,4.5,93,25.0,95,93,0.08,3502,7.4,0,1,75.2
449,Germany,European Union,2005,4.7,84.758,11.68,90,26.1,95,96,0.08,35310,13.3,1,0,78.9
450,Panama,Central America and Caribbean,2009,20.5,122.8365,6.14,85,26.4,85,85,0.4,9840,9.3,0,1,76.6
451,Indonesia,Asia,2015,27.7,175.564,0.08,78,23.0,85,78,0.15,3332,7.9,0,1,70.8
452,Ireland,European Union,2010,4.2,68.771,11.57,95,27.1,94,94,0.07,45932,12.2,1,0,80.7
453,Belize,Central America and Caribbean,2001,22.8,195.111,4.77,96,27.5,96,96,1.26,4353,10.1,0,1,69.0
454,Equatorial Guinea,Africa,2004,138.2,333.4845,8.11,46,23.0,49,38,3.86,11559,5.4,0,1,54.3
455,"Congo, Rep.",Africa,2009,65.0,319.8945,1.3,75,22.7,76,78,2.09,2272,6.0,0,1,59.3
456,Cameroon,Africa,2005,127.5,386.9125,4.9,79,23.6,79,80,2.76,1218,5.1,0,1,52.8
457,Austria,European Union,2006,4.7,78.393,12.58,83,25.3,83,83,0.08,42496,10.1,1,0,79.9
458,"Congo, Dem. Rep.",Africa,2008,122.3,292.737,3.23,65,21.4,64,65,0.62,392,5.0,0,1,55.7
459,Suriname,South America,2013,21.4,172.944,5.84,86,26.3,78,86,0.54,9673,8.1,0,1,71.0
460,Cyprus,European Union,2003,5.2,65.7605,10.62,88,26.5,98,98,0.03,23929,10.4,1,0,78.4
461,Cyprus,European Union,2000,6.5,69.0645,9.56,89,26.3,97,97,0.03,22382,10.0,1,0,78.0
462,Afghanistan,Asia,2008,95.7,259.806,0.028,64,22.5,64,64,0.02,399,3.0,0,1,59.9
463,Estonia,European Union,2000,10.9,213.0375,9.03,93,25.4,93,93,0.08,9960,11.7,1,0,70.4
464,Armenia,Rest of Europe,2007,21.4,145.711,3.91,85,25.9,90,88,0.08,3093,11.0,0,1,72.8
465,"Bahamas, The",Central America and Caribbean,2000,16.3,190.144,11.93,90,26.7,91,99,1.0,35794,10.9,0,1,71.9
466,Austria,European Union,2003,5.2,87.6535,12.31,83,25.1,84,84,0.08,39815,9.6,1,0,78.6
467,Vietnam,Asia,2011,22.7,130.047,2.46,95,21.2,96,95,0.16,2123,7.6,0,1,74.9
468,Norway,Rest of Europe,2009,3.4,66.481,6.68,88,26.3,94,94,0.03,72823,12.7,1,0,80.8
469,Kiribati,Oceania,2011,63.3,205.968,0.54,95,29.7,95,99,0.17,1366,7.9,0,1,66.1
470,Sao Tome and Principe,Central America and Caribbean,2011,33.0,196.7465,6.31,96,24.5,96,96,0.27,1431,5.0,0,1,67.9
471,Kazakhstan,Asia,2008,24.7,257.3335,3.42,99,25.9,99,99,0.1,8555,11.5,0,1,67.1
472,Mozambique,Africa,2014,88.4,344.63,1.08,79,22.6,88,79,3.5,569,3.4,0,1,56.1
473,Dominican Republic,Central America and Caribbean,2015,35.0,161.617,5.39,81,26.4,87,85,0.38,6922,7.8,0,1,73.2
474,"Congo, Dem. Rep.",Africa,2013,102.5,268.2395,4.43,74,21.8,74,74,0.42,454,6.0,0,1,58.4
475,Djibouti,Africa,2000,101.0,319.372,1.24,88,23.5,46,46,2.96,768,3.2,0,1,57.0
476,Slovenia,European Union,2008,3.6,94.189,10.94,88,25.9,97,97,0.03,22297,11.9,1,0,78.8
477,Benin,Africa,2013,102.1,248.4295,1.43,77,23.3,73,77,0.4,1052,3.2,0,1,60.1
